663107,  SR,00232,     ,VA 232,First St,126,City of Radford,126,City of Radford,0.31,Wadsworth St,Arlington St,10000,G,96%,1%,1%,0%,2%,0%,F,0.0937,F,0.5069,11000,G,2009,,,,,,,,,,,,,,,
663108,  SR,00232,     ,VA 232,First St,126,City of Radford,126,City of Radford,0.20,Arlington St,US 11 Norwood St,12000,G,96%,1%,1%,0%,2%,0%,F,0.0887,F,0.5335,13000,G,2009,,,,,,,,,,,,,,,
796393, 126,00001,     ,126-1,Quarry Rd,126,City of Radford,126,City of Radford,0.15,SCL Radford,SR 232 1st St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
663125, 126,04650,     ,126-4650,Forest Ave,126,City of Radford,126,City of Radford,1.23,First St,Rock Rd,690,G,98%,0%,1%,0%,0%,0%,C,0.0994,F,0.5256,750,G,2009,,,,,,,,,,,,,,,
663126, 126,04651,     ,126-4651,Seventh St,126,City of Radford,126,City of Radford,0.47,Forest Ave,Pendleton St,250,G,98%,2%,1%,0%,0%,0%,C,0.1079,F,0.5333,270,G,2009,,,,,,,,,,,,,,,
663138, 126,04652,     ,126-4652,Rock Rd,126,City of Radford,126,City of Radford,0.85,SR 232 First St,Forest Ave,1800,G,98%,0%,0%,0%,1%,0%,F,0.0982,F,0.5502,1900,G,2009,,,,,,,,,,,,,,,
663121, 126,04652,     ,126-4652,Rock Rd,126,City of Radford,126,City of Radford,0.53,Forest Ave,Wadsworth St,2600,G,98%,0%,0%,0%,1%,0%,F,0.0986,F,0.6343,2800,G,2009,,,,,,,,,,,,,,,
663122, 126,04652,     ,126-4652,Rock Rd,126,City of Radford,126,City of Radford,1.74,Wadsworth St,SR 177 Tyler Ave,5800,G,98%,0%,0%,0%,1%,0%,C,0.1120,F,0.5683,6300,G,2009,,,,,,,,,,,,,,,
663123, 126,04652,     ,126-4652,Rock Rd,126,City of Radford,126,City of Radford,0.33,SR 177 Tyler Ave,Gypsy Camp Rd,2100,G,98%,0%,0%,0%,1%,0%,F,0.1077,F,0.5070,2200,G,2009,,,,,,,,,,,,,,,
663128, 126,04653,     ,126-4653,Pendleton St,126,City of Radford,126,City of Radford,0.53,First St,Eighth St,750,G,98%,1%,0%,0%,0%,0%,C,0.1067,F,0.5795,810,G,2009,,,,,,,,,,,,,,,
663102, 126,04653,     ,126-4653,Eighth St,126,City of Radford,126,City of Radford,0.67,Pendleton St,Wadsworth St,1400,G,99%,1%,0%,0%,0%,0%,C,0.1060,F,0.5689,1600,G,2009,,,,,,,,,,,,,,,
663105, 126,04653,     ,126-4653,Eighth St,126,City of Radford,126,City of Radford,0.39,Wadsworth St,Walker St,1000,G,99%,1%,0%,0%,0%,0%,F,0.1098,F,0.5310,1100,G,2009,,,,,,,,,,,,,,,
663110, 126,04653,     ,126-4653,Walker St,126,City of Radford,126,City of Radford,0.53,Eighth St,First St,4100,G,99%,1%,0%,0%,0%,0%,F,0.1115,F,0.5224,4500,G,2009,,,,,,,,,,,,,,,
663130, 126,04654,     ,126-4654,Noblin St,126,City of Radford,126,City of Radford,0.25,Second Ave,Hammett Ave,3000,G,99%,0%,0%,0%,0%,0%,C,0.1093,F,0.5079,3300,G,2009,,,,,,,,,,,,,,,
663131, 126,04654,     ,126-4654,Hammett Ave,126,City of Radford,126,City of Radford,0.16,Noblin St,SR 177 Tyler St,2800,G,99%,0%,0%,0%,0%,0%,C,0.1034,F,0.5312,3100,G,2009,,,,,,,,,,,,,,,
663124, 126,04655,     ,126-4655,Preston St,126,City of Radford,126,City of Radford,0.52,Eighth St,First St,1200,G,99%,1%,1%,0%,0%,0%,C,0.1068,F,0.5294,1300,G,2009,,,,,,,,,,,,,,,
663113, 126,04656,     ,126-4656,Grove Ave,126,City of Radford,126,City of Radford,0.76,US 11 E Main St,Tyler Ave,2300,G,99%,0%,0%,0%,0%,0%,C,0.1138,F,0.5436,2500,G,2009,,,,,,,,,,,,,,,
663104, 126,04657,     ,126-4657,Wadsworth St,126,City of Radford,126,City of Radford,0.90,Rock Rd,Eighth St,4000,G,98%,0%,1%,0%,1%,0%,C,0.0967,F,0.5137,4300,G,2009,,,,,,,,,,,,,,,
663106, 126,04657,     ,126-4657,Wadsworth St,126,City of Radford,126,City of Radford,0.53,Eighth St,First St,5100,G,98%,0%,1%,0%,1%,0%,F,0.1015,F,0.5199,5500,G,2009,,,,,,,,,,,,,,,
663129, 126,04659,     ,126-4659,Park Rd,126,City of Radford,126,City of Radford,1.09,Rock Rd,Second Ave,1800,G,99%,0%,0%,0%,0%,0%,C,0.1172,F,0.6109,1900,G,2009,,,,,,,,,,,,,,,
663132, 126,04659,     ,126-4659,Park Rd,126,City of Radford,126,City of Radford,0.31,Second Ave,Scott St,1800,N,99%,0%,0%,0%,0%,0%,N,0.1172,N,0.6109,1900,N,2009,,,,,,,,,,,,,,,
663127, 126,04659,     ,126-4659,Seventh St,126,City of Radford,126,City of Radford,0.08,Scott St,Walker St,1100,G,99%,0%,0%,0%,0%,0%,F,0.2257,F,0.5301,1200,G,2009,,,,,,,,,,,,,,,
663116, 126,04661,     ,126-4661,Second Ave,126,City of Radford,126,City of Radford,0.98,Sundell Park,Grove Ave,4600,G,,,,,,,X,,,,5000,G,2009,,,,,,,,,,,,,,,
796394, 126,04663,     ,126-4663,Auburn Ave,126,City of Radford,126,City of Radford,0.06,Rock Rd,ECL Radford; 60-688 Rock Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
563001, 126,00000,     ,126-0,Jefferson St,126,City of Radford,126,City of Radford,0.00,Norwood St,Tyler Ave,7900,G,,,,,,,X,,,,8600,G,2009,,,,,,,,,,,,,,,
563006, 126,00000,     ,126-0,Ninth St,126,City of Radford,126,City of Radford,0.00,Robertson St,Wadsworth St,120,G,,,,,,,X,0.1495,F,0.5714,130,G,2009,,,,,,,,,,,,,,,
563002, 126,00000,     ,126-0,Scott St,126,City of Radford,126,City of Radford,0.00,Seventh St,Park Rd,3300,G,,,,,,,X,,,,3700,G,2009,,,,,,,,,,,,,,,
563003, 126,00000,     ,126-0,Sundell Dr,126,City of Radford,126,City of Radford,0.00,Wadsworth St,Park Rd,2000,G,,,,,,,X,0.1430,F,0.5653,2200,G,2009,,,,,,,,,,,,,,,
563004, 126,00000,     ,126-0,Third Ave,126,City of Radford,126,City of Radford,0.00,Grove Ave,Norwood St,1200,G,,,,,,,X,0.1071,F,0.5212,1300,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
